Name,Profession,Dob,picture,notable_work
Tatiana Zappardino,Actress,,"https://m.media-amazon.com/images/M/MV5BMjM3Y2M0ZjQtNDg1ZS00YzIxLWI2YmYtNWU1YmI1YzAzNjYxXkEyXkFqcGdeQXVyNjM5NDAyNDE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Superstition,NCIS: New Orleans,Swiped,The King of Bloody Fookin' Britain"
Rebecca Rigg,Actress,1967-12-31,"https://m.media-amazon.com/images/M/MV5BMjEwNDA1ODM4OF5BMl5BanBnXkFtZTYwOTcxNTc1._V1_UY317_CR1,0,214,317_AL__QL50.jpg","Fair Game,Jerry Maguire,Fatty Finn,Fortress"
Andrew Divoff,Actor,1955-7-2,"https://m.media-amazon.com/images/M/MV5BMTM3NTEwNjkwNV5BMl5BanBnXkFtZTcwMTIyNDk4OQ@@._V1_UY317_CR11,0,214,317_AL__QL50.jpg","Air Force One,Another 48 Hrs.,Wishmaster,Toy Soldiers"
Dorothy McGuire,Actress,1916-6-14,"https://m.media-amazon.com/images/M/MV5BMTc5NjQ3NjE1MF5BMl5BanBnXkFtZTcwMjAwMTUzNw@@._V1_UY317_CR1,0,214,317_AL__QL50.jpg","Gentleman's Agreement,Old Yeller,A Summer Place,Rich Man, Poor Man"
Yaakov Zada Daniel,Actor,1979-12-25,"https://m.media-amazon.com/images/M/MV5BNGY4N2RjNDMtNGM5MC00NzYxLTlkYTQtZjIyMTA1Y2E3YTM2XkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_UY317_CR57,0,214,317_AL__QL50.jpg","Fauda,Next to Her,Dumb,The Operative"
Peter Billingsley,Producer,1971-4-16,"https://m.media-amazon.com/images/M/MV5BMTA4NDg5MTc4NzNeQTJeQWpwZ15BbWU3MDEyMDIwNjE@._V1_UY317_CR2,0,214,317_AL__QL50.jpg","A Christmas Story,Iron Man,Spider-Man: Far from Home,Four Christmases"
William Brent,Actor,1995-10-15,"https://m.media-amazon.com/images/M/MV5BODYwMzk0ZjAtYWEyMS00MjUyLWFlOWUtODdlMjZiNGJiYTllXkEyXkFqcGdeQXVyODMwMDIwODM@._V1_UY317_CR13,0,214,317_AL__QL50.jpg","You Again,Crank: High Voltage,National Treasure: Book of Secrets,Cop Dog"
Brian Tyree Henry,Actor,,"https://m.media-amazon.com/images/M/MV5BNDUyMzE0ODY5Ml5BMl5BanBnXkFtZTgwOTc1NTkxMzI@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Spider-Man: Into the Spider-Verse,Widows,Hotel Artemis,If Beale Street Could Talk"
Jenny Mollen,Actress,1979-5-30,"https://m.media-amazon.com/images/M/MV5BOTM1NzkwMTUwNl5BMl5BanBnXkFtZTcwODg4OTIxOQ@@._V1_UY317_CR61,0,214,317_AL__QL50.jpg","Kidnapping Caitlynn,My Best Friend's Girl,Crazy, Stupid, Love.,Crash"
Galder Gaztelu-Urrutia,Producer,,,"The Platform,El ataúd de cristal,La casa del lago,913"
Jean-Pierre Jeunet,Director,1953-9-3,"https://m.media-amazon.com/images/M/MV5BMjE2Mjg3MTE2NF5BMl5BanBnXkFtZTYwOTUzMzk1._V1_UY317_CR3,0,214,317_AL__QL50.jpg","A Very Long Engagement,Amélie,Delicatessen,Micmacs"
Leslie Odom Jr.,Actor,1981-8-6,"https://m.media-amazon.com/images/M/MV5BZjA2NzBmZDItOThlMi00MzViLWFmYTQtNjgxNTcwYjAyZjYzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","Murder on the Orient Express,Red Tails,Smash,Person of Interest"
Amanda Donohoe,Actress,1962-6-29,"https://m.media-amazon.com/images/M/MV5BMTQ1NjQzNjczM15BMl5BanBnXkFtZTYwNTEzNzgz._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Liar Liar,The Lair of the White Worm,L.A. Law,The Madness of King George"
Kylie Jenner,Actress,1997-8-10,"https://m.media-amazon.com/images/M/MV5BMTQwMTk2NDc5NF5BMl5BanBnXkFtZTcwNzg0ODg0NQ@@._V1_UY317_CR11,0,214,317_AL__QL50.jpg","Ocean's Eight,Keeping Up with the Kardashians,Kylie Jenner Teaches You How to Use Snapchat,Kylie Jenner VDAY"
Keiynan Lonsdale,Actor,,"https://m.media-amazon.com/images/M/MV5BYmY2M2Y0YTktZDA1MC00ZTY5LWFlZGYtYmRlMjQwMzY4NDQ3XkEyXkFqcGdeQXVyMjc3NzE4OTQ@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","The Flash,Love, Simon,Insurgent,The Finest Hours"
Amaia Salamanca,Actress,1986-3-28,"https://m.media-amazon.com/images/M/MV5BOTczN2MyYTQtZDNjMS00OTQwLWE1ZjEtMDE3MzI3ZWFhODQ1L2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Sin tetas no hay paraíso,Gran Hotel,SMS, sin miedo a soñar,Felipe y Letizia"
Ann Harding,Actress,1902-8-7,"https://m.media-amazon.com/images/M/MV5BYTAyYjIxMWUtN2E0Mi00ZWUzLWJjZjgtODQxMDFjMjljM2EzXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_UY317_CR46,0,214,317_AL__QL50.jpg","When Ladies Meet,A Night of Terror,Holiday,The Animal Kingdom"
Samuel Barnett,Actor,1980-4-25,"https://m.media-amazon.com/images/M/MV5BMWExYzhmZGEtNjFhMy00MDAwLTllNGUtMDNlNjA3NDhiODdlXkEyXkFqcGdeQXVyMjMzNDU1MTA@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Dirk Gently's Holistic Detective Agency,Penny Dreadful,The History Boys,Twenty Twelve"
Gaspard Ulliel,Actor,1984-11-25,"https://m.media-amazon.com/images/M/MV5BMjM1OTkxMzczNF5BMl5BanBnXkFtZTgwNTMwMzI4MTE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","A Very Long Engagement,Hannibal Rising,Paris, je t'aime,It's Only the End of the World"
Aaron Stanford,Actor,1976-12-27,"https://m.media-amazon.com/images/M/MV5BMjA4NzUyMTkwN15BMl5BanBnXkFtZTgwMzYxOTQwMDI@._V1_UY317_CR91,0,214,317_AL__QL50.jpg","12 Monkeys,Nikita,The Hills Have Eyes,X2: X-Men United"
Ken Stott,Actor,1955-0-0,"https://m.media-amazon.com/images/M/MV5BMTY5NTc5OTczMF5BMl5BanBnXkFtZTcwMTYyNjg3Ng@@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","The Hobbit: An Unexpected Journey,The Hobbit: The Desolation of Smaug,The Hobbit: The Battle of the Five Armies,Shallow Grave"
Ann Turkel,Actress,1946-7-16,"https://m.media-amazon.com/images/M/MV5BMGVhOGQ2MmMtZWRhOS00NThhLWFlNjktZDc2ZDE1NTExNjBlXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY317_CR22,0,214,317_AL__QL50.jpg","Humanoids from the Deep,Deja Vu,Modesty Blaise,99 and 44/100% Dead!"
Sandra Bernhard,Actress,1955-6-6,"https://m.media-amazon.com/images/M/MV5BODQ4MTcxNDY0Nl5BMl5BanBnXkFtZTYwNDg3ODQ1._V1_UX214_CR0,0,214,317_AL__QL50.jpg","The King of Comedy,Hudson Hawk,Hercules,Without You I'm Nothing"
Con O'Neill,Actor,1966-0-0,"https://m.media-amazon.com/images/M/MV5BNjM3OTc1Nzk0OF5BMl5BanBnXkFtZTcwOTEwNDA5Nw@@._V1_UY317_CR1,0,214,317_AL__QL50.jpg","The Lord of the Rings: The Return of the King,Chernobyl,The History of Tom Jones, a Foundling,The Tunnel"
Bonnie Bartlett,Actress,1929-6-20,"https://m.media-amazon.com/images/M/MV5BMTg5NDk1NTU3M15BMl5BanBnXkFtZTcwNTIxODUxOA@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Twins,V,St. Elsewhere,The Grass Harp"
Robert Culp,Actor,1930-8-16,"https://m.media-amazon.com/images/M/MV5BMjE1NDg3NDMyMl5BMl5BanBnXkFtZTcwNDU3MTgyMw@@._V1_UY317_CR1,0,214,317_AL__QL50.jpg","I Spy,The Greatest American Hero,Hickey & Boggs,Half-Life 2"
Eddie Deezen,Actor,1957-3-6,"https://m.media-amazon.com/images/M/MV5BOTA5ODkzMDQyNF5BMl5BanBnXkFtZTcwOTI5ODAzMQ@@._V1_UY317_CR15,0,214,317_AL__QL50.jpg","WarGames,The Polar Express,Grease,Grease 2"
Russell Wong,Actor,1963-3-1,"https://m.media-amazon.com/images/M/MV5BNzEwYTUyZTgtZjI4Ny00YTAzLTg3ZDktMzJlYTQwNGU1NTFkXkEyXkFqcGdeQXVyMjQ2NzgyNQ@@._V1_UY317_CR14,0,214,317_AL__QL50.jpg","Romeo Must Die,New Jack City,True Crime: Streets of LA,The Mummy: Tomb of the Dragon Emperor"
Linda Darnell,Actress,1923-10-16,"https://m.media-amazon.com/images/M/MV5BMzA4NDA1NTA1OV5BMl5BanBnXkFtZTYwNTA5NzU2._V1_UY317_CR16,0,214,317_AL__QL50.jpg","No Way Out,Forever Amber,A Letter to Three Wives,Unfaithfully Yours"
Al Madrigal,Actor,,"https://m.media-amazon.com/images/M/MV5BMjllOTk2ZDMtMWQ1Zi00YjM3LWFiOWQtNjk1ZmYwYmU2YzZhXkEyXkFqcGdeQXVyODkxODYyMzI@._V1_UY317_CR2,0,214,317_AL__QL50.jpg","Night School,Morbius,The Way Back,The Daily Show with Trevor Noah"
Jonas Pate,Producer,1970-1-15,"https://m.media-amazon.com/images/M/MV5BMjE1MzYxMDQ2OV5BMl5BanBnXkFtZTcwNDU5MjcyMg@@._V1_UY317_CR2,0,214,317_AL__QL50.jpg","Surface,Deceiver,Outer Banks,Good vs Evil"
Bo Hopkins,Actor,1942-2-2,"https://m.media-amazon.com/images/M/MV5BMjEyOTA1NjgwNV5BMl5BanBnXkFtZTYwMDQ1NjM1._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Midnight Express,The Wild Bunch,American Graffiti,The Getaway"
Jer Adrianne Lelliott,Actress,1982-11-5,"https://m.media-amazon.com/images/M/MV5BNWE0MDAwMjEtODUxYy00NDRmLTllOGQtNGFlOWI5ZDVmNDMxXkEyXkFqcGdeQXVyMzc4MTYxMzE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Jack,Safe Harbor,7th Heaven,Smallville"
Stephen Frears,Director,1941-6-20,"https://m.media-amazon.com/images/M/MV5BMTE5MDk4NjgxOF5BMl5BanBnXkFtZTYwNTE4MjUz._V1_UY317_CR3,0,214,317_AL__QL50.jpg","Dangerous Liaisons,Philomena,Dirty Pretty Things,The Queen"
Mimi Kennedy,Actress,1948-9-25,"https://m.media-amazon.com/images/M/MV5BYjc4ZDVjN2QtOGY4ZC00OTViLWE0NjAtYWNjMGJkMmNiYWQ0XkEyXkFqcGdeQXVyMjAxMzU2Nzk@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Midnight in Paris,In the Loop,The Five-Year Engagement,Death Becomes Her"
YaYa Gosselin,Actress,,"https://m.media-amazon.com/images/M/MV5BN2RhNzExMTAtYjJmZS00MmQ4LWE4YTMtOGE4N2UxZTJkNjkxXkEyXkFqcGdeQXVyNjk0MjkzOTQ@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","We Can Be Heroes,FBI: Most Wanted,13 Reasons Why,The Purge"
Dave Navarro,Music Department,1967-6-7,"https://m.media-amazon.com/images/M/MV5BMTc5Njc2MDQzNF5BMl5BanBnXkFtZTYwODUwMzg1._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Twister,Southland Tales,S.W.A.T.,Gone in 60 Seconds"
Dana Hill,Actress,1964-5-6,"https://m.media-amazon.com/images/M/MV5BODY5OTkxOTY4NF5BMl5BanBnXkFtZTcwMzE0NTg2OA@@._V1_UY317_CR28,0,214,317_AL__QL50.jpg","National Lampoon's European Vacation,Duckman: Private Dick/Family Man,Tom and Jerry: The Movie,The Two of Us"
Austin Pendleton,Actor,1940-3-27,"https://m.media-amazon.com/images/M/MV5BMTAxMzY4NjY1MzNeQTJeQWpwZ15BbWU3MDIzNjIzNjI@._V1_UY317_CR9,0,214,317_AL__QL50.jpg","The Muppet Movie,My Cousin Vinny,Finding Nemo,Short Circuit"
Mel Harris,Actress,1956-7-12,"https://m.media-amazon.com/images/M/MV5BMjAzNTMzNDQ3Ml5BMl5BanBnXkFtZTYwMzM2Mjk1._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Thirtysomething,K-9,Raising Cain,Stargate SG-1"
Sergio Peris-Mencheta,Actor,1975-4-7,"https://m.media-amazon.com/images/M/MV5BMjA5Mjc1NTE5MF5BMl5BanBnXkFtZTgwMzQyNzQ0NzE@._V1_UY317_CR130,0,214,317_AL__QL50.jpg","Resident Evil: Afterlife,Rambo: Last Blood,Life Itself,Love Ranch"
Tyra Banks,Producer,1973-12-4,"https://m.media-amazon.com/images/M/MV5BMjMyODU1Nzg5N15BMl5BanBnXkFtZTcwMzUxMzkxOA@@._V1_UY317_CR50,0,214,317_AL__QL50.jpg","Coyote Ugly,America's Next Top Model,Tropic Thunder,Halloween: Resurrection"
Bre Blair,Actress,1980-4-29,"https://m.media-amazon.com/images/M/MV5BYTg2MzViMTMtNWEzNy00NzhkLWFkMTktYzVhYjVjNzU5MDA3XkEyXkFqcGdeQXVyMTM5NjE3NQ@@._V1_UY317_CR5,0,214,317_AL__QL50.jpg","Game of Silence,Last Vegas,S.W.A.T.,Shameless"
Bill Bixby,Actor,1934-1-22,"https://m.media-amazon.com/images/M/MV5BMTAwODEzOTI5ODleQTJeQWpwZ15BbWU2MDUzNDg0Ng@@._V1_UY317_CR9,0,214,317_AL__QL50.jpg","The Incredible Hulk,The Death of the Incredible Hulk,The Incredible Hulk Returns,The Trial of the Incredible Hulk"
James Pickens Jr.,Actor,1954-10-26,"https://m.media-amazon.com/images/M/MV5BMjA4NDAyNjkwOF5BMl5BanBnXkFtZTcwODg4Mzk5MQ@@._V1_UY317_CR20,0,214,317_AL__QL50.jpg","Grey's Anatomy,Menace II Society,Sleepers,The X-Files"
Jack Coleman,Actor,1958-2-21,"https://m.media-amazon.com/images/M/MV5BMjE4NTAyOTkyOF5BMl5BanBnXkFtZTcwMzI1NjM1Mg@@._V1_UY317_CR4,0,214,317_AL__QL50.jpg","Heroes,Dynasty,Spawn,Kingdom Hospital"
Caitlin Carmichael,Actress,2004-7-2,"https://m.media-amazon.com/images/M/MV5BZTk2MWJlNzctYzNiMC00OWRjLWJkZGEtMmExMmE2NTc2YTczXkEyXkFqcGdeQXVyMTkxMjg1NzA@._V1_UY317_CR1,0,214,317_AL__QL50.jpg","Dwight in Shining Armor,Epiphany,Life Itself,Wheelman"
Troy James,Actor,,"https://m.media-amazon.com/images/M/MV5BMGQ4ZjJmNmYtODMzMy00MjI4LWI0MGQtY2EyMjk4NDQ1Y2IxXkEyXkFqcGdeQXVyODEwNTgxODM@._V1_UY317_CR6,0,214,317_AL__QL50.jpg","Scary Stories to Tell in the Dark,Hellboy,The Void,Look Twice"
Jacob Tierney,Actor,1979-9-26,"https://m.media-amazon.com/images/M/MV5BMzkyMTQyNjU2MF5BMl5BanBnXkFtZTcwNTA5OTgyMQ@@._V1_UY317_CR16,0,214,317_AL__QL50.jpg","Letterkenny,The Trotsky,Twist,Preggoland"
Tuva Novotny,Actress,1979-12-21,"https://m.media-amazon.com/images/M/MV5BMjMyMTE2MzM1M15BMl5BanBnXkFtZTcwNzUwNjMxOA@@._V1_UY317_CR29,0,214,317_AL__QL50.jpg","Eat Pray Love,Annihilation,Blind Spot,Dag"
Rosemary Harris,Actress,1927-9-19,"https://m.media-amazon.com/images/M/MV5BMjAzOTExOTE1NF5BMl5BanBnXkFtZTYwNDY0ODk1._V1_UY317_CR0,0,214,317_AL__QL50.jpg","Spider-Man,Spider-Man 2,Spider-Man 3,Before the Devil Knows You're Dead"
Georgia Engel,Actress,1948-7-28,"https://m.media-amazon.com/images/M/MV5BMjA5MDM1NzU0MF5BMl5BanBnXkFtZTYwNTQwNDY1._V1_UY317_CR2,0,214,317_AL__QL50.jpg","Everybody Loves Raymond,The Mary Tyler Moore Show,Open Season,Grown Ups 2"
Bella Ramsey,Actress,2004-0-0,"https://m.media-amazon.com/images/M/MV5BNjY5YjNkYWMtZGFkNy00ODI5LThmYmYtNzE1NjQ3ZDRjYmFmXkEyXkFqcGdeQXVyNzI5MjUxNjE@._V1_UY317_CR15,0,214,317_AL__QL50.jpg","Game of Thrones,Hilda,The Worst Witch,Judy"
Keir O'Donnell,Actor,1978-11-8,"https://m.media-amazon.com/images/M/MV5BMDhjZmY2ZDQtMmYxZi00NjFjLWJiMDktMTRkYjllYTgwODA4XkEyXkFqcGdeQXVyMTIxMjU5OTA@._V1_UY317_CR17,0,214,317_AL__QL50.jpg","Wedding Crashers,American Sniper,Paul Blart: Mall Cop"
Engin Altan Düzyatan,Actor,1979-7-26,"https://m.media-amazon.com/images/M/MV5BM2RlNzUwMjItNjNhYi00NTM1LWE3MzAtYTc2YmY0ODA5ZmI4XkEyXkFqcGdeQXVyMTk2NzQ4ODQ@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","Dirilis: Ertugrul,Son,Five Minarets in New York,Bir Avuç Deniz"
Tessa Ia,Actress,,"https://m.media-amazon.com/images/M/MV5BMmZmOWJkNDItMGIxNC00MDI0LThiZDctNWFjNTU2MDA2YjBjXkEyXkFqcGdeQXVyOTQzMTcwMzQ@._V1_UY317_CR51,0,214,317_AL__QL50.jpg","Narcos: Mexico,The Eternal Feminine,After Lucia"
Harry Collett,Actor,,"https://m.media-amazon.com/images/M/MV5BNDQyODYxOTMyNF5BMl5BanBnXkFtZTgwMjMyODIzNDM@._V1_UY317_CR4,0,214,317_AL__QL50.jpg","Dunkirk,Dolittle,Galavant,Dragon Quest Heroes: The World Tree's Woe and the Blight Below"
Sandy Duncan,Actress,1946-2-20,"https://m.media-amazon.com/images/M/MV5BMTk3ODExNDI3M15BMl5BanBnXkFtZTcwNTU4MTMwMg@@._V1_UY317_CR4,0,214,317_AL__QL50.jpg","The Swan Princess,The Fox and the Hound,Roots,Funny Face"
Mark Valley,Actor,1964-12-24,"https://m.media-amazon.com/images/M/MV5BNzg4OTcxMTQ4OV5BMl5BanBnXkFtZTgwOTUzNzY5NzE@._V1_UY317_CR130,0,214,317_AL__QL50.jpg","Boston Legal,Batman: The Dark Knight Returns, Part 2,Human Target,Keen Eddie"
Mike Doyle,Actor,,"https://m.media-amazon.com/images/M/MV5BMjM2NDE5NDMzN15BMl5BanBnXkFtZTgwNTc0OTYxNzE@._V1_UY317_CR11,0,214,317_AL__QL50.jpg","The Invitation,Jersey Boys,Green Lantern,Law & Order: Special Victims Unit"
Óscar Jaenada,Actor,1975-5-4,"https://m.media-amazon.com/images/M/MV5BODkwMDU3MzU2NF5BMl5BanBnXkFtZTgwMzA0NTY1MjE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","The Losers,Pirates of the Caribbean: On Stranger Tides,Cantinflas,The Shallows"
Larenz Tate,Actor,1975-9-8,"https://m.media-amazon.com/images/M/MV5BMTcxODc0NjE0OV5BMl5BanBnXkFtZTcwMDA0MzQ3Mg@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Crash,Menace II Society,Ray,A Man Apart"
Ally Ioannides,Actress,,"https://m.media-amazon.com/images/M/MV5BMjYzYWY1NzctZjUxYy00ZWFmLThhZmItYTYxMTA3YzFkNjBjXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","The Tsarevich,Parenthood,Into the Badlands,ANiMUS"
Camila Cabello,Soundtrack,1997-3-3,"https://m.media-amazon.com/images/M/MV5BOTc0MGMzNDEtMWIzZS00Mzg5LWI3MGMtMDg3MGNmYTBiMzYxXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY317_CR0,0,214,317_AL__QL50.jpg","Bright,Camila Cabello feat. Young Thug: Havana,The Fate of the Furious,Shawn Mendes & Camila Cabello: Señorita"
Andrew Lloyd Webber,Soundtrack,1948-3-22,"https://m.media-amazon.com/images/M/MV5BMTMwOTgyNDQxMl5BMl5BanBnXkFtZTcwNjU4NTk1NQ@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","The Phantom of the Opera,Cats,Evita,Jesus Christ Superstar"
Doon Mackichan,Actress,1962-8-0,"https://m.media-amazon.com/images/M/MV5BMjI4ODI3MDcyNl5BMl5BanBnXkFtZTcwMzczMzIxOA@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","The Glam Metal Detectives,Plebs,The Day Today,Smack the Pony"
Mike L. Mayfield,Animation Department,1980-1-10,"https://m.media-amazon.com/images/M/MV5BNjdmYTAxOWUtZjhhNy00ZjU1LWIxOTQtZjExOGExOGJjNTg5XkEyXkFqcGdeQXVyNjI5NDQxMDA@._V1_UY317_CR51,0,214,317_AL__QL50.jpg","Big Mouth,The Midnight Gospel,Gar Lipschitz & His Unholy Quest for the Brown Note,Mr. Pickles"
Graham Chapman,Writer,1941-1-8,"https://m.media-amazon.com/images/M/MV5BMjAzODAyODc4NF5BMl5BanBnXkFtZTcwODY5MzAxMw@@._V1_UY317_CR109,0,214,317_AL__QL50.jpg","Monty Python and the Holy Grail,Monty Python's Life of Brian,The Meaning of Life,And Now for Something Completely Different"
Ed Sheeran,Soundtrack,1991-2-17,"https://m.media-amazon.com/images/M/MV5BODI4NTkxOTkxMV5BMl5BanBnXkFtZTgwMzE0MDEzMTE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Yesterday,Bridget Jones's Baby,The Hobbit: The Desolation of Smaug,The Brothers Grimsby"
Peter Cullen,Actor,1941-7-28,"https://m.media-amazon.com/images/M/MV5BMTUxNzMwMTU0MF5BMl5BanBnXkFtZTcwMjI2OTU5Ng@@._V1_UY317_CR1,0,214,317_AL__QL50.jpg","Transformers: Dark of the Moon,Transformers: Age of Extinction,Transformers: The Last Knight,Transformers"
Gary Burghoff,Actor,1943-5-24,"https://m.media-amazon.com/images/M/MV5BMTk1NDY1ODIyNl5BMl5BanBnXkFtZTYwMTg1NDU2._V1_UX214_CR0,0,214,317_AL__QL50.jpg","M*A*S*H,MASH,Behind the Waterfall,Small Kill"
Tracy Morgan,Actor,1968-11-10,"https://m.media-amazon.com/images/M/MV5BNDMyNzcyMTA5MV5BMl5BanBnXkFtZTcwNDAyMDY4Mg@@._V1_UY317_CR3,0,214,317_AL__QL50.jpg","30 Rock,Cop Out,The Boxtrolls,Superhero Movie"
Earl Hindman,Actor,1942-10-20,"https://m.media-amazon.com/images/M/MV5BMTU2Mjc5MDUyN15BMl5BanBnXkFtZTcwNjUzNTcxOA@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Silverado,The Parallax View,Home Improvement,The Taking of Pelham One Two Three"
Snoop Dogg,Actor,1971-10-20,"https://m.media-amazon.com/images/M/MV5BMjE2OTUwNTk4NF5BMl5BanBnXkFtZTcwMjMwOTk0NA@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Training Day,Turbo,Baby Boy,Starsky & Hutch"
Anastasia Hille,Actress,1965-0-0,"https://m.media-amazon.com/images/M/MV5BMTQwMjQ1NzYyMl5BMl5BanBnXkFtZTYwMTMxODQ3._V1_UY317_CR129,0,214,317_AL__QL50.jpg","Snow White and the Huntsman,The Abandoned,The Hole,The Awakening"
Evan Handler,Actor,1961-1-10,"https://m.media-amazon.com/images/M/MV5BMjA1MTU0Mjc1N15BMl5BanBnXkFtZTYwNzYyNDky._V1_UY317_CR41,0,214,317_AL__QL50.jpg","Ransom,Sex and the City,Californication,Sex and the City 2"
Danny Webb,Actor,1958-6-6,"https://m.media-amazon.com/images/M/MV5BMTk1MjI2MzczOV5BMl5BanBnXkFtZTcwODg0MTIzMQ@@._V1_UY317_CR25,0,214,317_AL__QL50.jpg","Alien³,Valkyrie,Henry V,Robin Hood"
Terry Kinney,Actor,1954-1-29,"https://m.media-amazon.com/images/M/MV5BMjE2NDcxODcwMV5BMl5BanBnXkFyZXN1bWU@._V1_UY317_CR32,0,214,317_AL__QL50.jpg","Oz,Sleepers,Save the Last Dance,The Firm"
Paul McCrane,Actor,1961-1-19,"https://m.media-amazon.com/images/M/MV5BMTI2Mjc1NzExN15BMl5BanBnXkFtZTYwNjUzMzQz._V1_UY317_CR1,0,214,317_AL__QL50.jpg","ER,Fame,RoboCop,The Blob"
Googie Withers,Actress,1917-3-12,"https://m.media-amazon.com/images/M/MV5BMTUwNDExODEyNV5BMl5BanBnXkFtZTgwNjk4NTIwMjE@._V1_UY317_CR96,0,214,317_AL__QL50.jpg","One of Our Aircraft Is Missing,Night and the City,Shine,The Lady Vanishes"
Joshua Gomez,Actor,1975-11-20,"https://m.media-amazon.com/images/M/MV5BMTU1MDgyNjMwOF5BMl5BanBnXkFtZTgwNzkyNDExNDE@._V1_UY317_CR110,0,214,317_AL__QL50.jpg","Chuck,BioShock,Invasion,Without a Trace"
Anna Próchniak,Actress,1988-12-22,"https://m.media-amazon.com/images/M/MV5BNTg0NjYwNTMtYjUzOS00YWY0LWJmY2YtYzNlMWRiMWRlMWEyXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","The Innocents,Baptiste,Oleg,Warsaw '44"
Lino Facioli,Actor,2000-7-29,"https://m.media-amazon.com/images/M/MV5BNDA5ZWFmNjItMDJkYy00NjA4LThiNzctMWM2MTU0YTg0MTBkXkEyXkFqcGdeQXVyMTg3NDA3OTU@._V1_UY317_CR12,0,214,317_AL__QL50.jpg","Game of Thrones,Sex Education,The Boy in the Mirror,Get Him to the Greek"
Dua Lipa,Soundtrack,1995-8-22,"https://m.media-amazon.com/images/M/MV5BOWRiMzRlZGUtNjA1Zi00OGJlLTg3Y2QtYjQ3MDNhOTQ1OWVjXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Alita: Battle Angel,Fifty Shades Freed,Baywatch,Calvin Harris & Dua Lipa: One Kiss"
Michael Beck,Actor,1949-2-4,"https://m.media-amazon.com/images/M/MV5BMjE1MzMxODg5MF5BMl5BanBnXkFtZTcwOTc4MjYwOA@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","The Warriors,Xanadu,Megaforce,The Warriors"
Tyler Hynes,Actor,1986-5-6,"https://m.media-amazon.com/images/M/MV5BN2U3ODRjMTItOGRiYy00NjVmLThmMWEtYzdhMGU5MWI2YjY4XkEyXkFqcGdeQXVyMTIwNTA5OTg@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","UnREAL,The Girlfriend Experience,Letterkenny,Immortals"
Mike Farrell,Actor,1939-2-6,"https://m.media-amazon.com/images/M/MV5BMTkwODYzNDIwOV5BMl5BanBnXkFtZTYwMzUyOTc1._V1_UX214_CR0,0,214,317_AL__QL50.jpg","M*A*S*H,Patch Adams,The Questor Tapes,Supernatural"
Nia Vardalos,Actress,1962-9-24,"https://m.media-amazon.com/images/M/MV5BMjA0NDQ0ODM1N15BMl5BanBnXkFtZTcwMjU1Njk5Mg@@._V1_UY317_CR0,0,214,317_AL__QL50.jpg","My Big Fat Greek Wedding,My Big Fat Greek Wedding 2,My Big Fat Greek Life,Connie and Carla"
Kareem J. Grimes,Actor,,"https://m.media-amazon.com/images/M/MV5BYjZhZmFkODYtYTM1ZC00NmVmLWI5ZTYtOWYzYjI3ZTE5ZTZjXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","S.W.A.T.,All American,Boyz n the Hood,Jarhead"
